rank,level,word,phonetic,meaning,full_meaning,example,source
20001,,perturbation,/ˌpɜːrtərˈbeɪʃn/,n.[数][天] 摄动；不安；扰乱,n.[数][天] 摄动；不安；扰乱,,
20002,,bulldoze,/ˈbʊldoʊz/,"vt.强迫；恫吓；用推土机清除时态:bulldozed, bulldozing, bulldozes威胁 ，强迫 ，强力推动某物 ，毁坏","vt.强迫；恫吓；用推土机清除时态:bulldozed, bulldozing, bulldozes威胁 ，强迫 ，强力推动某物 ，毁坏",,
20003,GRE,outgrowth,/ˈaʊtɡroʊθ/,n.结果；副产物；自然的发展,n.结果；副产物；自然的发展；分枝自然的发展 ，副产品 ，后果 ，长出物,,
20004,,polenta,/poʊˈlentə/,"n.用玉米、大麦、栗粉等煮的粥大麦粥，玉米糊，栗粉粥                  来自拉丁语 polenta, 大麦粉, 来自 pollen, 细粉, 来自 pel, 面粉, 花粉, 粉尘, 词源同 pollen, pulse. 引申词义玉米糊等.      noun [ U ]uk/pəˈlen.tə/ us/poʊˈlen.t̬ə/   a yellow food made from maize flour玉米粥","n.用玉米、大麦、栗粉等煮的粥大麦粥 ，玉米糊 ，栗粉粥                  来自拉丁语 polenta, 大麦粉, 来自 pollen, 细粉, 来自 pel, 面粉, 花粉, 粉尘, 词源同 pollen, pulse. 引申词义玉米糊等.      noun [ U ]uk/pəˈlen.tə/ us/poʊˈlen.t̬ə/   a yellow food made from maize flour玉米粥，玉米糊 grilled polenta烤玉米糊 flour made from maize, used in",,
20005,,peddler,/ˈpedlər/,n.小贩；传播者小贩 ，毒品贩 ，=pedlar.,n.小贩；传播者小贩 ，毒品贩 ，=pedlar.,,
20006,,darn,/dɑːrn/,"n.织补v.织补，缝补时态:darned, darning, darns织补 ，补钉 词性：形容词 , 动词 , 感叹词","n.织补v.织补，缝补时态:darned, darning, darns织补 ，补钉 词性：形容词 , 动词 , 感叹词",,
20007,GRE,counterbalance,/ˈkaʊntərbæləns/,"n.平衡力；自动抵销vt.使平衡；抵消时态:counterbalanced, counterbalancing, counterbalances平衡 ，使平衡 ，平衡力 ，抵销 词性：动词 , 名词","n.平衡力；自动抵销vt.使平衡；抵消时态:counterbalanced, counterbalancing, counterbalances平衡 ，使平衡 ，平衡力 ，抵销 词性：动词 , 名词",,
20008,,loader,/ˈloʊdər/,n.装货的人；载入程序；装货设备,n.装货的人；载入程序；装货设备；装填器装入程序 ，输入程序                                 loader,,
20009,初中、六级、考研、GRE,tease,/tiːz/,vt.取笑；戏弄；梳理,"vt.取笑；戏弄；梳理；欺负；强求；使起毛n.戏弄；爱纠缠的小孩；挑逗者；卖弄风骚的女孩vi.取笑时态:teased, teasing, teases戏弄 ，欺负 ，嘲弄 ，揶揄者 词性：动词 , 名词",,
20010,,unmistakably,/ˌʌnmɪˈsteɪkəbli/,adv.明白地明白地                                 unmistakably,adv.明白地明白地                                 unmistakably,,
20011,,underwriter,/ˈʌndəraɪtər/,n.保险公司；保险业者；承诺支付者,n.保险公司；保险业者；承诺支付者；担保人保险商 ，承诺支付者 ，承购人                                 underwriter,,
20012,GRE,jest,/dʒest/,"n.笑话，俏皮话；玩笑vi.开玩笑；嘲笑vt.嘲笑时态:jested, jesting, jests玩笑 ，开玩笑 ，说笑 词性：名词 , 动词","n.笑话，俏皮话；玩笑vi.开玩笑；嘲笑vt.嘲笑时态:jested, jesting, jests玩笑 ，开玩笑 ，说笑 词性：名词 , 动词",,
20013,GRE,forfeiture,/ˈfɔːrfɪtʃər/,"n.（财产等的）没收；（权利、名誉等的）丧失名词                  来自 forfeit, 没收.      noun [ C or U ]uk/ˈfɔː.fɪ.tʃər/ us/ˈfɔːr.fə.tʃɚ/ specialized  the loss of rights, property, or money, especially as a result of breaking a legal agreement（尤指因违反法律协议造成的）丧失，没收","n.（财产等的）没收；（权利、名誉等的）丧失名词                  来自 forfeit, 没收.      noun [ C or U ]uk/ˈfɔː.fɪ.tʃər/ us/ˈfɔːr.fə.tʃɚ/ specialized  the loss of rights, property, or money, especially as a result of breaking a legal agreement（尤指因违反法律协议造成的）丧失，没收",,
20014,,forty-three,,四十三四十三                                 forty-three,四十三四十三                                 forty-three,,
20015,,southward,/ˈsaʊθwərd/,"n.朝南的方向adj.向南的；在南方的adv.向南在南方的 ，南方 ，往南方的 ，往南 词性：副词 , 形容词                        adverbuk/ˈsaʊθ.wəd/ us/ˈsaʊθ.wɚd/ also southwards  towards the south向南地","n.朝南的方向adj.向南的；在南方的adv.向南在南方的 ，南方 ，往南方的 ，往南 词性：副词 , 形容词                        adverbuk/ˈsaʊθ.wəd/ us/ˈsaʊθ.wɚd/ also southwards  towards the south向南地",,
20016,小学、初中、高中、四级、考研,first,/fɜːrst/,num.第一n.第一；开始；冠军adj.第一的,"num.第一n.第一；开始；冠军adj.第一的；基本的；最早的adv.第一；首先；优先；宁愿第一 ，首先 ，最初 ，第一的 ，最初的 词性：数词 , 副词 , 名词",,
20017,高中、四级、考研,hopeful,/ˈhoʊpf(ə)l/,"n.有希望成功的人adj.有希望的；有前途的有希望的 词性：形容词 , 名词","n.有希望成功的人adj.有希望的；有前途的有希望的 词性：形容词 , 名词",,
20018,,habitually,/həˈbɪtʃuəli/,adv.习惯地；日常地习惯地 ，日常地,adv.习惯地；日常地习惯地 ，日常地,,
20019,GRE,valor,/ˈvælər/,n.英勇；勇猛（等于valour）英勇 ，勇猛,n.英勇；勇猛（等于valour）英勇 ，勇猛,,
20020,GRE,bawl,/bɔːl/,n.叫骂声vt.大声叫出；大声宣布；叫卖vi.大叫,"n.叫骂声vt.大声叫出；大声宣布；叫卖vi.大叫；放声痛哭时态:bawled, bawling, bawls大叫 ，放声痛哭 ，叫骂声 ，大哭 ，大声训斥",,
